USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
hanoch    2840  0.0  0.1 500484 11560 ?        Sl   Apr04   0:00          \_ zeitgeist-datahub
hanoch    3125  0.0  0.1 345400  8748 ?        Sl   Apr04   0:46          \_ /usr/lib/telepathy/mission-control-5
hanoch    7147  1.3  2.3 1962472 190032 ?      SLl  Apr04  12:27          \_ chromium-browser --enable-pinch                          
hanoch    7175  0.0  0.1 665152 12728 ?        S    Apr04   0:00          |   \_ chromium-browser --type=zygote                          
hanoch    7185  0.0  0.0 665152  4516 ?        S    Apr04   0:00          |   |   \_ chromium-browser --type=zygote                          
hanoch    7259  0.0  0.2 1103200 22540 ?       Sl   Apr04   0:02          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch    7304  0.0  0.3 1141916 30592 ?       Sl   Apr04   0:03          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch    7317  0.1  1.6 1238944 131704 ?      Sl   Apr04   1:16          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch    7321  0.0  0.3 1120932 30324 ?       Sl   Apr04   0:05          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch    3633  0.3  3.3 1723228 273104 ?      Sl   Apr04   2:29          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   26957  0.2  2.0 1451920 165576 ?      Sl   Apr04   1:46          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   10015  0.0  0.3 1150812 32008 ?       Sl   Apr04   0:34          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   12174  0.0  0.3 1135608 31472 ?       Sl   Apr04   0:05          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   15565  0.0  0.7 1187524 64620 ?       Sl   Apr04   0:05          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   17077  0.1  1.6 1492908 136168 ?      Sl   Apr04   0:58          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   21473  0.3  1.0 1333304 88624 ?       Sl   Apr04   2:19          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch    5055  0.0  2.2 1541936 182092 ?      Sl   Apr04   0:33          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch    5092  0.2  2.7 1670292 225228 ?      Sl   Apr04   1:45          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   11487  0.0  0.6 1150228 51792 ?       Sl   00:19   0:04          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   16062  0.1  0.7 1130124 63092 ?       Sl   09:05   0:04          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   18320  0.3  0.9 1149012 78756 ?       Sl   09:07   0:12          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch   28826  0.4  1.0 1156992 88736 ?       Sl   10:00   0:02          |   |       \_ /usr/lib/chromium-browser/chro                          
hanoch    7309  0.4  2.6 2093416 213756 ?      Sl   Apr04   4:18          |   \_ chromium-browser --type=gpu-process --channel=7147.3.1566299223 --supports-dual-gpus=false --gpu-driver-bug-workarounds=2,3,13,19,21,33,36,49,52,62 --disable-accelerated-video-decode --gpu-vendor-id=0x10de --gpu-device-id=0x1340 --gpu-driver-vendor=Mesa --gpu-driver-version=10.5.9 --v8-natives-passed-by-fd --v8-snapshot-passed-by-
hanoch    7366  0.0  0.0 720200  2268 ?        S    Apr04   0:00          |       \_ chromium-browser --type=gpu-broker                                                                                                                                                                                                                                                                                                          
hanoch    7507  0.0  0.2 778412 23312 ?        Sl   Apr04   0:18          \_ /usr/bin/python /usr/bin/terminator
hanoch    7550  0.0  0.0  14852  1708 ?        S    Apr04   0:00          |   \_ gnome-pty-helper
hanoch    7551  0.0  0.0  28496  2920 pts/11   Ss+  Apr04   0:00          |   \_ /bin/bash
hanoch   21895  0.0  0.0  27540  2244 pts/14   Ss   Apr04   0:00          |   \_ /bin/bash
hanoch   19050  0.0  0.6 244724 53436 pts/14   Sl+  00:24   0:02          |       \_ puma 3.2.0 (tcp://0.0.0.0:3000) [a2]                   
hanoch   19140  0.0  1.1 1003128 93244 pts/14  Sl+  00:24   0:04          |           \_ puma: cluster worker 1: 19050 [a2]                     
hanoch    1871  0.0  0.6 988376 53780 pts/14   Sl+  10:07   0:00          |           \_ puma: cluster worker 0: 19050 [a2]                     
hanoch   12243  0.0  0.1 729932 14516 ?        Sl   Apr04   0:36          \_ /usr/lib/x86_64-linux-gnu/unity-scope-home/unity-scope-home
hanoch   12263  0.0  0.1 591172 14508 ?        Sl   Apr04   0:30          \_ /usr/bin/unity-scope-loader applications/applications.scope applications/scopes.scope commands.scope
hanoch   12267  0.0  0.1 715152  8500 ?        Sl   Apr04   0:00          \_ /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
hanoch   12303  0.0  0.0 335972  7732 ?        Sl   Apr04   0:00          \_ /usr/lib/x86_64-linux-gnu/unity-lens-music/unity-music-daemon
hanoch   12367  0.5  1.0 4982928 87924 ?       Ssl  Apr04   4:59          \_ /opt/sublime_text/sublime_text
hanoch   12390  0.0  0.2 1119980 19924 ?       Sl   Apr04   0:33          |   \_ /opt/sublime_text/plugin_host 12367
hanoch    8590  0.0  0.0   4472   808 ?        S    09:23   0:00          |       \_ /bin/sh -c g++ -pthread threadAffinity.cpp -o threadAffinity && ./threadAffinity
hanoch    8605  0.0  0.0  14784  1520 ?        T    09:23   0:00          |       |   \_ ./threadAffinity
hanoch   13897  0.0  0.0   4472   768 ?        S    09:27   0:00          |       \_ /bin/sh -c g++ -pthread threadStackOverflow.cpp -o threadStackOverflow && ./threadStackOverflow
hanoch   13912  0.0  0.0  88644  1540 ?        S    09:27   0:00          |       |   \_ ./threadStackOverflow
hanoch   16504  0.0  0.0   4472   772 ?        S    09:29   0:00          |       \_ /bin/sh -c g++ -pthread threadStackOverflow.cpp -o threadStackOverflow && ./threadStackOverflow
hanoch   16517  0.0  0.0  14784  1604 ?        S    09:29   0:00          |       |   \_ ./threadStackOverflow
hanoch   20887  0.0  0.0   4472   760 ?        S    09:32   0:00          |       \_ /bin/sh -c g++ -pthread threadStackOverflow.cpp -o threadStackOverflow && ./threadStackOverflow
hanoch   20898  0.0  0.0  14784  1492 ?        S    09:32   0:00          |       |   \_ ./threadStackOverflow
hanoch   28185  0.0  0.0   4472   820 ?        S    09:37   0:00          |       \_ /bin/sh -c g++ -pthread threadStackOverflow.cpp -o threadStackOverflow && ./threadStackOverflow
hanoch   28201  0.0  0.0  14784  1520 ?        S    09:37   0:00          |           \_ ./threadStackOverflow
hanoch   11964  0.1  1.1 2545520 94156 ?       Rl   Apr04   1:25          \_ /usr/bin/python /usr/bin/software-center /home/hanoch/Downloads/skype-ubuntu-precise_4.3.0.37-1_i386.deb
hanoch   16063  0.0  0.0      0     0 ?        Z    Apr04   0:00          |   \_ [debconf-communi] <defunct>
hanoch   12010  0.0  0.0 259728  7852 ?        Sl   Apr04   0:27          \_ /usr/lib/geoclue/geoclue-master
hanoch   12015  0.0  0.1 347580 10032 ?        Sl   Apr04   0:39          \_ /usr/lib/x86_64-linux-gnu/ubuntu-geoip-provider
hanoch   12141  0.0  0.1 1030696 10656 ?       Sl   Apr04   0:00          \_ /usr/lib/gvfs/gvfsd-http --spawner :1.4 /org/gtk/gvfs/exec_spaw/2
hanoch    1379  0.7  0.5 1971188 45068 ?       Sl   00:12   4:13          \_ totem /home/hanoch/Downloads/Transparent.S02/Transparent.S02E04.WEBRip.x264-4yEo.mp4
hanoch   12333  0.0  0.2 300836 18324 pts/11   Sl+  00:19   0:00          \_ spring server | a2 | started 9 hours ago                                   
hanoch   12345  0.0  0.9 446428 79908 ?        Ssl  00:19   0:10          |   \_ spring app    | a2 | started 9 hours ago | development mode                                                              
hanoch   25076  0.2  0.5 777716 43892 ?        Sl   09:12   0:07          \_ /usr/bin/python /usr/bin/terminator
hanoch   25109  0.0  0.0  14852  1872 ?        S    09:12   0:00          |   \_ gnome-pty-helper
hanoch   25110  0.0  0.0  27636  5264 pts/15   Ss   09:12   0:00          |   \_ /bin/bash
root     18058  0.0  0.0  63428  3372 pts/15   S    09:30   0:00          |   |   \_ sudo su
root     18121  0.0  0.0  62788  3376 pts/15   S    09:30   0:00          |   |       \_ su
root     18196  0.0  0.0  25608  3628 pts/15   S+   09:30   0:00          |   |           \_ bash
hanoch    5520  0.0  0.0  27600  5200 pts/19   Ss   09:21   0:00          |   \_ /bin/bash
hanoch    9357  0.7  0.0  30604  3820 pts/19   S+   09:23   0:19          |   |   \_ htop
hanoch   30082  0.0  0.0  28496  6956 pts/20   Ss   09:39   0:00          |   \_ /bin/bash
root     17197  0.0  0.0  63428  4004 pts/20   S    09:52   0:00          |       \_ sudo su
root     17327  0.0  0.0  62788  3644 pts/20   S    09:52   0:00          |           \_ su
root     17335  0.0  0.0  25308  3732 pts/20   S+   09:52   0:00          |               \_ bash
hanoch   29172  0.4  2.0 4876652 162356 ?      Sl   09:15   0:14          \_ /home/hanoch/Qt5.5.0/Tools/QtCreator/bin/qtcreator
hanoch   10778 79.0  0.5 841456 47560 ?        Sl   09:47  15:42              \_ /home/hanoch/repo/ufrn/intolerants/str/build-taskManager-Desktop_Qt_5_5_0_GCC_64bit-Debug/taskManager
hanoch    2671  0.0  0.0   4472   872 ?        S    10:07   0:00                  \_ /bin/sh -c ps -auxf>>out.txt
hanoch    2672  0.0  0.0  23004  2740 ?        R    10:07   0:00                      \_ ps -auxf
root      1226  0.0  0.0  28524  2744 ?        S    Apr04   0:00 /lib/systemd/systemd-logind
root      1236  0.0  0.0   4396  1608 ?        Ss   Apr04   0:01 acpid -c /etc/acpi/events -s /var/run/acpid.socket
root      1253  0.0  0.0 281916  7512 ?        Sl   Apr04   0:00 /usr/lib/accountsservice/accounts-daemon
root      1285  0.0  0.0  22228     0 ?        Ss   Apr04   0:00 /usr/sbin/uuidd
root      1334  0.0  0.0  71576  2280 ?        Ss   Apr04   0:00 /usr/sbin/apache2 -k start
www-data 27491  0.0  0.0 360764  1608 ?        Sl   Apr04   0:05  \_ /usr/sbin/apache2 -k start
www-data 27642  0.0  0.0 360764  1592 ?        Sl   Apr04   0:05  \_ /usr/sbin/apache2 -k start
root      1403  0.0  0.0  36492  2996 ?        Ss   Apr04   0:00 /usr/sbin/bumblebeed --use-syslog --driver nvidia --driver-module nvidia-352 --ldpath /usr/lib/nvidia-352:/usr/lib32/nvidia-352 --module-path /usr/lib/nvidia-352/xorg,/usr/lib/xorg/modules
root      1431  0.0  0.0  30752  5144 ?        Ss   Apr04   0:00 /sbin/wpa_supplicant -B -P /run/sendsigs.omit.d/wpasupplicant.pid -u -s -O /var/run/wpa_supplicant
rtkit     1520  0.0  0.0 168956  2160 ?        SNl  Apr04   0:00 /usr/lib/rtkit/rtkit-daemon
kernoops  1577  0.0  0.0  35392  2320 ?        Ss   Apr04   0:00 /usr/sbin/kerneloops
root      1603  0.0  0.0 267436  7992 ?        Sl   Apr04   0:00 /usr/lib/upower/upowerd
colord    1642  0.0  0.0 302680  6508 ?        Sl   Apr04   0:00 /usr/lib/colord/colord
postgres  1651  0.0  0.1 292324  8204 ?        S    Apr04   0:00 /usr/lib/postgresql/9.3/bin/postgres -D /var/lib/postgresql/9.3/main -c config_file=/etc/postgresql/9.3/main/postgresql.conf
postgres  1659  0.0  0.0 292444  2688 ?        Ss   Apr04   0:00  \_ postgres: checkpointer process                                                                                              
postgres  1660  0.0  0.0 292324  2096 ?        Ss   Apr04   0:00  \_ postgres: writer process                                                                                                    
postgres  1661  0.0  0.0 292324  1548 ?        Ss   Apr04   0:00  \_ postgres: wal writer process                                                                                                
postgres  1662  0.0  0.0 293160  3040 ?        Ss   Apr04   0:00  \_ postgres: autovacuum launcher process                                                                                       
postgres  1663  0.0  0.0 148160  2040 ?        Ss   Apr04   0:00  \_ postgres: stats collector process                                                                                           
postgres 22267  0.0  0.0 294416  4808 ?        Ss   00:26   0:00  \_ postgres: postgres pilates_development 127.0.0.1(49546) idle                                                                
hanoch    1810  0.0  0.1 219844  8900 ?        SLl  Apr04   0:30 /usr/bin/gnome-keyring-daemon --daemonize --login
root      2455  0.0  0.0 370388  5996 ?        Sl   Apr04   0:02 /usr/lib/udisks2/udisksd --no-debug
root      2499  0.1  0.0 220892  1664 ?        Sl   Apr04   1:25 /opt/teamviewer/tv_bin/teamviewerd -d
root      2503  0.0  0.0  12824  1760 tty1     Ss+  Apr04   0:00 /sbin/getty -8 38400 tty1
root     27562  0.0  0.0  84976  5560 ?        Ss   Apr04   0:00 /usr/sbin/cupsd -f
root     16040  0.0  0.0  17388  1664 ?        S    Apr04   0:00 upstart-udev-bridge --daemon
root     16042  0.0  0.0  15336  1740 ?        S    Apr04   0:00 upstart-file-bridge --daemon
root     16044  0.0  0.0  15320  1712 ?        S    Apr04   0:00 upstart-socket-bridge --daemon
root     18123  0.0  0.0 2103868 5488 ?        Sl   09:30   0:00 /usr/sbin/console-kit-daemon --no-daemon
root     28463  0.0  0.3 212008 29560 ?        SNl  10:00   0:00 /usr/bin/python3 /usr/sbin/aptd
root      1588  0.0  0.0   4380  1620 ?        Ss   10:07   0:00 anacron -s
root      2407  0.0  0.0 133596  6164 ?        Sl   10:07   0:00 /usr/lib/NetworkManager/nm-dispatcher
root      2470  0.0  0.0   4472  1248 ?        S    10:07   0:00 /bin/sh /etc/network/if-up.d/ntpdate
root      2474  0.0  0.0   6420   808 ?        S    10:07   0:00  \_ lockfile-touch /var/lock/ntpdate-ifup
root      2489  0.0  0.0  18908  2704 ?        S<   10:07   0:00  \_ /usr/sbin/ntpdate -s ntp.ubuntu.com
